plugin_id,scanner,title,description,plugin_type,is_eol
QUALYS105423,QUALYS,EOL/Obsolete Software: Opera 5.x Detected,"opera 5.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105424,QUALYS,EOL/Obsolete Software: Opera 6.x Detected,"opera 6.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105425,QUALYS,EOL/Obsolete Software: Opera 7.x Detected,"opera 7.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105426,QUALYS,EOL/Obsolete Software: Opera 8.x Detected,"opera 8.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105427,QUALYS,EOL/Obsolete Software: Opera 9.x Detected,"opera 9.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105428,QUALYS,EOL/Obsolete Software: Opera 10.x Detected,"opera 10.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105429,QUALYS,EOL/Obsolete Software: Netscape Web Browser Detected,"netscape web browser was detected on the host.support for netscape web browser ended on 3-1-2008. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105430,QUALYS,EOL/Obsolete Operating System: Red Hat Enterprise Linux 4 Detected,"support for red hat enterprise linux 4 ended on 29-feb-2012. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105431,QUALYS,EOL/Obsolete Software: FileZilla Client 1.x Detected,"filezilla client 1.x  has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105432,QUALYS,EOL/Obsolete Software: FileZilla Client 2.x Detected,"filezilla client 2.x  has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105433,QUALYS,EOL/Obsolete Operating System: OpenSUSE 11.2 Detected,"support for opensuse 11.2 ended on 12-may-2011. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105434,QUALYS,EOL/Obsolete Operating System: OpenSUSE 11.1 Detected,"support for opensuse 11.1 ended on 12-january-2011. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105435,QUALYS,EOL/Obsolete Operating System: OpenSUSE 11.3 Detected,"support for opensuse 11.3 ended on 20-january-2012. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105436,QUALYS,EOL/Obsolete Operating System: OpenSUSE 11.0 Detected,"support for opensuse 11.0 ended on 26-june-2010. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105437,QUALYS,EOL/Obsolete Operating System: OpenSUSE 10.2 Detected,"support for opensuse 10.2 ended on 16-december-2008. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105438,QUALYS,EOL/Obsolete Operating System: OpenSUSE 10.1 Detected,"support for opensuse 10.1 ended on 31-may-2008. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105439,QUALYS,EOL/Obsolete Operating System: OpenSUSE 10.3 Detected,"support for opensuse 10.3 ended on 6-november-2009. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105440,QUALYS,EOL/Obsolete Software: Cisco Virtual Private Network (VPN) Client 3.x Detected,"cisco vpn client 3.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105442,QUALYS,EOL/Obsolete Software: Apache HTTP Server 1.3.X Detected,the apache software foundation and the apache http server project announced that the apache http server 1.3.x reached end-of-life status.apache http server 1.3.x is detected on the host.,,TRUE
QUALYS105444,QUALYS,EOL/Obsolete Software: Mozilla Firefox Prior to 81 Detected,"mozilla firefox is a free and open source web browser that uses the gecko layout engine to render web pages, which implements current and anticipated web standards.the current stable release for mozilla firefox is version 81, that was released on october 2, 2020.qid detection logic (authenticated):operating system: windowsdetection checks for prior to mozilla firefox69 version from the windows registry and checks for existence of prior versions of mozilla firefox69 version software.",,TRUE
QUALYS105445,QUALYS,EOL/Obsolete Software: Mozilla Firefox 2.x Detected,"support for mozilla firefox 2.x ended on 18-december-2008. no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105446,QUALYS,EOL/Obsolete Software: Mozilla Firefox 1.x Detected,"mozilla firefox 1.x has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105447,QUALYS,EOL/Obsolete Software: Microsoft Office 2000 Service Pack 1 (SP1) Detected,"microsoft office 2000 sp1 has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105448,QUALYS,EOL/Obsolete Software: Microsoft Office 2000 Service Pack 0 (SP0) Detected,"microsoft office 2000 sp0 has reached product end of life in its support cycle.no further bug fixes, enhancements, security updates or technical support is available for this version.",,TRUE
QUALYS105449,QUALYS,EOL/Obsolete Operating System: Microsoft Windows Server 2008 Service Pack 1 (SP1) Detected,"the host is running windows server 2008 with service pack 1 installed (sp1). microsoft ended support for windows server 2008 sp1 on april 29, 2009 and provides no further support for that specific service pack level.note: windows server 2008 was initially released with service pack 1.",,TRUE
QUALYS105450,QUALYS,EOL/Obsolete Operating System: IBM AIX 4.x Detected,"the host is running ibm aix 4.x. ibm ended support for aix 4.x on december 31, 2003 and provides no further support for that specific version.",,TRUE
QUALYS105451,QUALYS,EOL/Obsolete Operating System: IBM AIX 5.x Detected,"the host is running ibm aix 5.x. ibm ended support for aix 5.1 on april 29, 2005, aix 5.2 on july 8, 2008 and aix 5.3 on april 30, 2012 and provides no further support for that specific version.",,TRUE
QUALYS105452,QUALYS,"EOL/Obsolete Software: IBM Websphere Application Server 5.0.x, 5.1.x, 6.0.x and Prior Detected",ibm websphere application server 6.0.x reached end of life status on 30-sep-2010. ibm websphere application server 5.1.x reached end of life status on 26-sep-2008. ibm websphere application server 5.0.x reached end of life status on 30-sep-2006.ibm websphere application server 6.0.x or prior was detected on the host.,,TRUE
QUALYS105453,QUALYS,EOL/Obsolete Software: Microsoft Internet Information Services (IIS) 2.x Detected,microsoft internet information services web server 2.x was detected on the target host.,,TRUE
QUALYS105454,QUALYS,EOL/Obsolete Software: Microsoft Internet Information Services (IIS) 3.x Detected,microsoft internet information services web server 3.x was detected on the target host.,,TRUE
QUALYS105455,QUALYS,EOL/Obsolete Software: Microsoft Internet Information Services (IIS) 4.x Detected,microsoft internet information services web server 4.x was detected on the target host.,,TRUE
QUALYS105456,QUALYS,EOL/Obsolete Software: Microsoft Internet Information Services (IIS) 5.x Detected,microsoft internet information services web server 5.x was detected on the target host.,,TRUE
